Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,20.269600,20.269600,19.403799,19.862200,11.830097,25419847521
2000-01-05,19.607500,21.135401,19.607500,21.084499,12.558110,33722337827
2000-01-06,21.390100,22.153999,20.575199,20.575199,12.254765,41703849412
2000-01-07,20.371500,21.135401,20.167801,20.931700,12.467102,26014915327
2000-01-10,20.880800,21.237301,20.422400,20.880800,12.436785,25659478
2000-01-11,21.084499,21.644699,20.167801,20.167801,12.012115,31340125737
2000-01-12,20.422400,21.084499,20.422400,20.829800,12.406407,14909662620
2000-01-13,21.186300,21.542801,20.473301,20.626101,12.285082,18399939
2000-01-14,20.880800,21.033600,20.116800,20.116800,11.981737,12301781
2000-01-17,20.371500,20.626101,20.116800,20.116800,11.981737,9523116594
2000-01-18,20.218700,20.371500,20.014999,20.218700,12.042432,6975755249
2000-01-19,20.371500,20.626101,19.913099,19.913099,11.860413,8670454039
2000-01-20,19.964100,20.116800,19.862200,19.862200,11.830097,6326393
2000-01-21,20.218700,20.626101,20.116800,20.422400,12.163755,12383879409
2000-01-24,20.982599,21.033600,20.371500,20.422400,12.163755,12662976596
2000-01-25,20.422400,20.473301,20.014999,20.014999,11.921104,6405521
2000-01-26,20.371500,20.626101,20.116800,20.167801,12.012115,10606018583
2000-01-27,20.269600,20.677000,20.218700,20.320601,12.103125,11838547439
2000-01-28,20.371500,21.084499,20.371500,20.677000,12.315400,22553979713
2000-01-31,20.829800,21.135401,20.778900,20.829800,12.406407,13848771752
2000-02-01,21.135401,21.135401,20.626101,20.728001,12.345775,14227732719
2000-02-02,20.728001,20.728001,20.728001,20.728001,12.345775,0
2000-02-03,20.728001,20.728001,20.728001,20.728001,12.345775,0
2000-02-04,20.728001,20.728001,20.728001,20.728001,12.345775,0
2000-02-07,20.728001,20.728001,20.728001,20.728001,12.345775,0
2000-02-08,20.728001,20.728001,20.728001,20.728001,12.345775,0
2000-02-09,21.237301,21.237301,20.778900,20.778900,12.376092,14944421
2000-02-10,21.033600,22.204901,21.033600,22.204901,13.225430,38945030526
2000-02-11,22.867001,23.630899,22.816099,22.968800,13.680414,49482172577
2000-02-14,23.223499,23.223499,21.746599,21.848400,13.013095,18998417024
2000-02-15,21.950300,22.153999,21.237301,22.153999,13.195112,15797354634
2000-02-16,23.681900,23.681900,23.681900,23.681900,14.105143,13913790
2000-02-17,25.209700,25.209700,24.038300,24.089300,14.347795,58230501986
2000-02-18,24.751400,25.719000,24.191099,25.719000,15.318457,55347411
2000-02-21,25.973600,25.973600,25.056900,25.413401,15.136439,36087702833
2000-02-22,25.719000,26.482901,25.006001,25.973600,15.470098,47467041597
2000-02-23,26.228300,27.246901,25.107800,25.464300,15.166755,45602238436
2000-02-24,25.464300,25.719000,23.936501,23.936501,14.256784,27668600069
2000-02-25,24.089300,24.089300,22.408600,22.663300,13.498458,22739886550
2000-02-28,22.663300,22.663300,22.663300,22.663300,13.498458,0
2000-02-29,23.121599,23.529100,22.408600,22.510500,13.407446,11757756228
2000-03-01,23.070700,23.529100,22.917900,23.427200,13.953442,10519706046
2000-03-02,23.681900,23.681900,22.663300,22.663300,13.498458,8871819680
2000-03-03,22.765100,23.121599,22.204901,22.204901,13.225430,9419411957
2000-03-06,22.968800,23.070700,22.255800,22.408600,13.346752,10826898863
2000-03-07,22.561399,23.121599,22.561399,22.917900,13.650098,12398705
2000-03-08,23.223499,24.242100,23.070700,23.478100,13.983759,27617528942
2000-03-09,23.732800,24.140200,23.427200,23.834600,14.196093,20578610756
2000-03-10,23.936501,23.936501,22.459600,22.917900,13.650098,20052502749
2000-03-13,22.459600,22.510500,21.339100,21.339100,12.709752,15334671475
2000-03-14,21.339100,22.052099,21.339100,21.644699,12.891766,13756976
2000-03-15,21.339100,21.644699,20.371500,20.422400,12.163755,7062323641
2000-03-16,19.352900,19.964100,18.996401,19.862200,11.830097,5909241
2000-03-17,19.760300,21.237301,19.403799,20.575199,12.254765,22927148360
2000-03-20,19.862200,19.862200,19.862200,19.862200,11.830097,667600
2000-03-21,19.200100,21.237301,19.200100,21.237301,12.649117,12880781
2000-03-22,21.135401,21.899300,20.931700,21.695601,12.922085,12958998076
2000-03-23,21.899300,22.917900,21.899300,22.561399,13.437760,18774873731
2000-03-24,22.459600,22.459600,21.797501,21.797501,12.982779,9288274794
2000-03-27,21.797501,22.561399,21.746599,22.357700,13.316440,14025880
2000-03-28,22.510500,23.478100,22.357700,22.408600,13.346752,19237285895
2000-03-29,22.408600,23.172600,22.103100,22.510500,13.407446,19429121307
2000-03-30,22.663300,23.580000,22.663300,22.816099,13.589466,23824971635
2000-03-31,23.325300,23.478100,22.765100,23.172600,13.801801,15468760813
2000-04-03,23.172600,23.172600,23.172600,23.172600,13.801801,0
2000-04-04,23.172600,23.172600,23.172600,23.172600,13.801801,0
2000-04-05,24.598600,26.228300,24.598600,26.228300,15.621801,35881532
2000-04-06,26.737600,27.501499,25.464300,25.973600,15.470098,43166265
2000-04-07,26.482901,26.737600,24.802299,24.802299,14.772465,20932693208
2000-04-10,27.756100,28.265400,27.756100,28.265400,16.835117,16155918
2000-04-11,30.047899,30.047899,29.538700,30.047899,17.896788,46759582187
2000-04-12,29.793301,29.793301,28.010799,28.010799,16.683475,49932271897
2000-04-13,26.228300,28.010799,26.228300,28.010799,16.683475,32709098
2000-04-14,28.010799,28.774700,26.482901,26.482901,15.773445,35057910
2000-04-17,28.774700,29.793301,28.010799,29.029400,17.290159,59312324538
2000-04-18,30.302601,30.811899,29.029400,29.284000,17.441801,83070418037
