Date,Open,High,Low,Close,Adj Close,Volume
2007-12-31,39.847599,39.924400,38.849499,39.924400,20.686903,1035456
2008-01-02,39.156700,40.461899,39.156700,39.540501,20.487978,563965
2008-01-03,39.003101,39.387001,39.003101,39.156700,20.289114,166715
2008-01-04,39.156700,39.463799,38.772800,38.926300,20.169735,204486
2008-01-07,38.350498,38.350498,36.853298,36.853298,19.095604,190159
2008-01-08,36.853298,37.390800,36.239101,36.315899,18.817148,194067
2008-01-09,34.703499,36.392700,34.703499,36.392700,18.856941,105499
2008-01-10,37.237202,37.237202,36.623001,37.160400,19.254730,95080
2008-01-11,37.160400,37.544300,37.160400,37.237202,19.294523,91172
2008-01-14,37.621101,37.697899,36.469398,36.469398,18.896687,89870
2008-01-15,36.469398,38.772800,36.469398,36.546200,18.936480,240955
2008-01-16,34.549999,35.931999,34.549999,35.317799,18.299982,269609
2008-01-17,35.317799,36.085499,34.818699,35.010700,18.140860,225326
2008-01-18,35.317799,35.778400,34.780300,35.432899,18.359623,93777
2008-01-21,35.471298,35.701599,35.202599,35.471298,18.379519,49494
2008-01-22,34.549999,34.549999,33.014400,33.014400,17.106468,481910
2008-01-23,33.782200,33.782200,30.711100,30.864700,15.992599,470188
2008-01-24,31.402100,31.939501,28.714899,29.943300,15.515176,2297541
2008-01-25,30.173700,31.632401,29.559401,31.555700,16.350643,728076
2008-01-28,31.094999,31.785999,31.094999,31.402100,16.271053,438929
2008-01-29,29.943300,32.054699,29.943300,31.286900,16.211367,293054
2008-01-30,31.325300,31.478901,30.903000,31.094999,16.111931,224023
2008-01-31,31.094999,31.478901,30.864700,31.171801,16.151724,312591
2008-02-01,31.402100,33.014400,31.286900,33.014400,17.106468,165413
2008-02-12,31.939501,32.553799,31.478901,31.478901,16.310850,113314
2008-02-13,31.862801,32.246700,31.478901,31.862801,16.509769,196672
2008-02-14,32.016300,33.321499,32.016300,32.860901,17.026936,213604
2008-02-15,32.630501,32.822498,31.939501,32.784100,16.987143,472793
2008-02-18,32.784100,33.398300,32.784100,33.398300,17.305391,734588
2008-02-19,33.398300,33.935799,32.822498,33.935799,17.583895,592620
2008-02-20,33.782200,33.782200,32.630501,33.014400,17.106468,368596
2008-02-21,33.244801,34.703499,33.244801,34.703499,17.981680,678582
2008-02-22,33.167999,35.931999,33.167999,35.931999,18.618231,399855
2008-02-25,35.931999,36.814899,35.202599,35.317799,18.299982,373806
2008-02-26,35.701599,35.778400,34.626801,34.933899,18.101065,459769
2008-02-27,35.164200,35.471298,34.741901,35.010700,18.140860,454559
2008-02-29,34.857101,34.857101,34.166100,34.473202,17.862352,442837
2008-03-03,33.782200,33.782200,33.014400,33.782200,17.504309,298263
2008-03-04,33.782200,34.703499,33.398300,34.703499,17.981680,595225
2008-03-05,34.933899,35.624901,34.319599,35.317799,18.299982,768452
2008-03-06,36.008801,37.774700,35.701599,37.774700,19.573030,2232418
