Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,15.694400,15.694400,13.692400,14.501900,5.607160,2665685854
2000-01-05,13.692400,15.484300,13.692400,15.484300,5.987004,1335271358
2000-01-06,16.547100,16.547100,15.780900,16.547100,6.397936,3256984962
2000-01-07,16.207199,16.547100,15.780900,16.207199,6.266514,1196628252
2000-01-10,16.423500,16.547100,15.570800,16.164000,6.249810,853401355
2000-01-11,15.824100,16.164000,15.181500,15.694400,6.068239,695843837
2000-01-12,15.694400,15.694400,14.841700,15.354500,5.936817,246170573
2000-01-13,14.928200,15.144500,14.291800,14.458600,5.590418,780715117
2000-01-14,14.458600,14.588400,13.778900,13.859200,5.358658,300796922
2000-01-17,14.928200,15.144500,14.118800,14.415300,5.573675,339951226
2000-01-18,14.415300,15.058000,14.205300,15.014700,5.805433,453160947
2000-01-19,15.354500,16.040400,15.354500,16.040400,6.202020,1176071150
2000-01-20,17.146400,17.146400,17.146400,17.146400,6.629656,887901099
2000-01-21,18.338900,18.338900,18.338900,18.338900,7.090736,1322963315
2000-01-24,19.618000,19.618000,18.338900,19.618000,7.585300,5014191576
2000-01-25,20.686899,20.983500,19.618000,20.983500,8.113270,4836645019
2000-01-26,20.896999,21.755899,19.704500,21.329500,8.247050,3428265018
2000-01-27,20.557100,21.965900,20.044300,20.470600,7.914956,2081907519
2000-01-28,20.470600,21.243000,19.407900,20.896999,8.079824,1616305819
2000-01-31,23.245001,23.671301,22.608500,23.671301,9.152508,2869656267
2000-02-01,25.166599,25.166599,25.166599,25.166599,9.730665,631053844
2000-02-02,null,null,null,null,null,null
2000-02-03,null,null,null,null,null,null
2000-02-04,null,null,null,null,null,null
2000-02-07,null,null,null,null,null,null
2000-02-08,null,null,null,null,null,null
2000-02-09,26.872000,26.872000,26.872000,26.872000,10.390057,140669361
2000-02-10,28.577400,28.577400,28.577400,28.577400,11.049451,355991334
2000-02-11,30.499001,30.499001,30.499001,30.499001,11.792439,285023853
2000-02-14,32.630699,32.630699,32.630699,32.630699,12.616659,1574625169
2000-02-15,34.762402,34.762402,33.483398,34.762402,13.440880,14101701301
2000-02-16,34.762402,37.110401,34.762402,37.110401,14.348737,4733980888
2000-02-17,39.668400,39.668400,37.963100,38.815800,15.008129,4917805275
2000-02-18,39.242100,39.668400,36.684101,36.684101,14.183907,4608793281
2000-02-21,39.668400,40.947498,37.536701,37.963100,14.678432,3190851686
2000-02-22,38.389400,39.025799,36.041401,39.025799,15.089327,4412032906
2000-02-23,40.521099,40.947498,39.242100,39.452202,15.254194,3651776168
2000-02-24,40.094799,40.094799,37.320499,38.389400,14.843262,3496573443
2000-02-25,37.536701,40.947498,37.536701,40.947498,15.832352,6024488517
2000-02-28,null,null,null,null,null,null
